Letras,Letras_sem_stopwords_pontuacao,Letras_tokenizadas,Letras_lematizadas
"Sou o começo e o fim
O que há de bom e ruim
Um pedaço de ti
Forçado a se reprimir
Sem nem mesmo poder
Te ter sem me conter
Me limitar a um ser
Medíocre, com pudor

És o pedaço de mim
Verdadeiro e ruim
Preso em um manequim

Diga que vai cair (suma, logo)
Me deixar em paz
Diga que vai sumir (caia, logo)
Se você for real

Sei, você não quer lutar
E quer me avocar
Então me deixe assumir
E prometo suprir
O vazio que consome
O que resta de ti
A incerteza é forte
Cortante sem cessar

Diga que vai cair (suma, logo)
Me deixar em paz
Diga que vai sumir (caia, logo)
Se você for real

Sou o começo e o fim
Verdadeiro e ruim
O que você mais quer

",começo fim bom ruim pedaço forçado reprimir poder conter limitar medíocre pudor és pedaço verdadeiro ruim preso manequim diga vai cair suma logo deixar paz diga vai sumir caia logo real sei quer lutar quer avocar então deixe assumir prometo suprir vazio consome resta incerteza forte cortante cessar diga vai cair suma logo deixar paz diga vai sumir caia logo real começo fim verdadeiro ruim quer,"['começo', 'fim', 'bom', 'ruim', 'pedaço', 'forçado', 'reprimir', 'poder', 'conter', 'limitar', 'medíocre', 'pudor', 'és', 'pedaço', 'verdadeiro', 'ruim', 'preso', 'manequim', 'diga', 'vai', 'cair', 'suma', 'logo', 'deixar', 'paz', 'diga', 'vai', 'sumir', 'caia', 'logo', 'real', 'sei', 'quer', 'lutar', 'quer', 'avocar', 'então', 'deixe', 'assumir', 'prometo', 'suprir', 'vazio', 'consome', 'resta', 'incerteza', 'forte', 'cortante', 'cessar', 'diga', 'vai', 'cair', 'suma', 'logo', 'deixar', 'paz', 'diga', 'vai', 'sumir', 'caia', 'logo', 'real', 'começo', 'fim', 'verdadeiro', 'ruim', 'quer']",começo fim bom ruim pedaço forçar reprimir poder conter limitar medíocre pudor és pedaço verdadeiro ruim preso manequim digar ir cair sum logo deixar paz digar ir sumir caia logo real saber quer lutar quer avocar então deixar assumir prometo suprir vazio consumir restar incerteza forte cortante cessar digar ir cair sum logo deixar paz digar ir sumir caia logo real começo fim verdadeiro ruim quer
"Hoje me encontrei
Tão longe de mim
Tantas tropas eu armei
Com lanças de marfim

Um palácio de rubi
Fiz pra sustentar
Tantos sonhos que previ
Ali pra alcançar

Tanto quero, tanto busco
Mas quando acabar, o que deixo aqui?

O homem se perdeu
Cego, já não vê
Além do que o colocar
No mais belo altar
A ilusão que está completo
Lentamente o desfaz
Tudo em busca de algo tolo
Que seu ego satisfaz

Tanto quero, tanto busco
Mas quando acabar, o que deixo?
Meu legado foi manchado por não ver além do que eu quis

Só me sentirei (Só me sentirei)
Pronto pra partir (Pronto pra partir)
Quando me doar, (Quando me doar) pelos outros ser
Ser, ser, ser, ser

",hoje encontrei longe tantas tropas armei lanças marfim palácio rubi fiz pra sustentar tantos sonhos previ ali pra alcançar quero busco acabar deixo aqui homem perdeu cego vê além colocar belo altar ilusão completo lentamente desfaz tudo busca algo tolo ego satisfaz quero busco acabar deixo legado manchado ver além quis sentirei sentirei pronto pra partir pronto pra partir doar doar outros,"['hoje', 'encontrei', 'longe', 'tantas', 'tropas', 'armei', 'lanças', 'marfim', 'palácio', 'rubi', 'fiz', 'pra', 'sustentar', 'tantos', 'sonhos', 'previ', 'ali', 'pra', 'alcançar', 'quero', 'busco', 'acabar', 'deixo', 'aqui', 'homem', 'perdeu', 'cego', 'vê', 'além', 'colocar', 'belo', 'altar', 'ilusão', 'completo', 'lentamente', 'desfaz', 'tudo', 'busca', 'algo', 'tolo', 'ego', 'satisfaz', 'quero', 'busco', 'acabar', 'deixo', 'legado', 'manchado', 'ver', 'além', 'quis', 'sentirei', 'sentirei', 'pronto', 'pra', 'partir', 'pronto', 'pra', 'partir', 'doar', 'doar', 'outros']",hoje encontrei longe tanto tropa armeir lança marfim palácio rubi fiz pra sustentar tanto sonho previ ali pra alcançar querer busco acabar deixo aqui homem perder cego ver além colocar belo altar ilusão completo lentamente desfazer tudo busca algo tolo ego satisfazr querer busco acabar deixo legado manchar ver além querer sentirei sentirei pronto pra partir pronto pra partir doar doar outro
"Só assim pra saber
Sem ninguém sem você
A verdade é que não
Há mais porquê
Buscar entender onde errei

Cada dia é um erro
Dando voltas em desacertos
Nos levando sempre
Em direção
Direto ao chão, sob mim

Faz tanto tempo
Mas o silêncio
Vai me levar pra um lugar melhor

Por mais triste que isso
Possa soar (jogo no ar)
Meu meio de me sentir
Livre e feliz
É através da solidão onde te conheci

Faz tanto tempo
Mas o silêncio
Vai me levar pra um lugar melhor

Mas, eu confesso
Paz, desconheço
Faz, o silencio nos deixar ser

Faz tanto tempo
Mas o silêncio
Vai me levar pra um lugar melhor

",assim pra saber ninguém verdade porquê buscar entender onde errei cada dia erro dando voltas desacertos levando sempre direção direto chão sob faz tempo silêncio vai levar pra lugar melhor triste possa soar jogo ar meio sentir livre feliz através solidão onde conheci faz tempo silêncio vai levar pra lugar melhor confesso paz desconheço faz silencio deixar faz tempo silêncio vai levar pra lugar melhor,"['assim', 'pra', 'saber', 'ninguém', 'verdade', 'porquê', 'buscar', 'entender', 'onde', 'errei', 'cada', 'dia', 'erro', 'dando', 'voltas', 'desacertos', 'levando', 'sempre', 'direção', 'direto', 'chão', 'sob', 'faz', 'tempo', 'silêncio', 'vai', 'levar', 'pra', 'lugar', 'melhor', 'triste', 'possa', 'soar', 'jogo', 'ar', 'meio', 'sentir', 'livre', 'feliz', 'através', 'solidão', 'onde', 'conheci', 'faz', 'tempo', 'silêncio', 'vai', 'levar', 'pra', 'lugar', 'melhor', 'confesso', 'paz', 'desconheço', 'faz', 'silencio', 'deixar', 'faz', 'tempo', 'silêncio', 'vai', 'levar', 'pra', 'lugar', 'melhor']",assim pra saber ninguém verdade porquê buscar entender onde errei cada dia erro dar volta desacerto levar sempre direção direto chão sob fazer tempo silêncio ir levar pra lugar bom triste poder soar jogo ar meio sentir livre feliz através solidão onde conheci fazer tempo silêncio ir levar pra lugar bom confesso paz desconheço fazer silencio deixar fazer tempo silêncio ir levar pra lugar bom
"Sem saber o que vai acontecer
Sinto o meu peito arder
Será triste o nosso fim?

Meu lugar sempre foi ao lado seu
Sono desapareceu
Tristes meus lençóis são sim
Nessa vida de ilusões eu só posso tentar me defender
Não deixar de acreditar que talvez juntos possa acontecer, então...
Cante alto seus sonhos

Deixe ir, finja simples ser você
Dentro do seu peito arder
Somente o que é bom

Nessa vida as ilusões desaparecem juntas aos refrões
Verdadeiramente escritos não feitos apenas pra vender, então...
Cante alto seus sonhos
Sem saber o que vai acontecer

",saber vai acontecer sinto peito arder triste fim lugar sempre lado sono desapareceu tristes lençóis sim nessa vida ilusões posso tentar defender deixar acreditar talvez juntos possa acontecer então ... cante alto sonhos deixe ir finja simples dentro peito arder somente bom nessa vida ilusões desaparecem juntas refrões verdadeiramente escritos feitos apenas pra vender então ... cante alto sonhos saber vai acontecer,"['saber', 'vai', 'acontecer', 'sinto', 'peito', 'arder', 'triste', 'fim', 'lugar', 'sempre', 'lado', 'sono', 'desapareceu', 'tristes', 'lençóis', 'sim', 'nessa', 'vida', 'ilusões', 'posso', 'tentar', 'defender', 'deixar', 'acreditar', 'talvez', 'juntos', 'possa', 'acontecer', 'então', '...', 'cante', 'alto', 'sonhos', 'deixe', 'ir', 'finja', 'simples', 'dentro', 'peito', 'arder', 'somente', 'bom', 'nessa', 'vida', 'ilusões', 'desaparecem', 'juntas', 'refrões', 'verdadeiramente', 'escritos', 'feitos', 'apenas', 'pra', 'vender', 'então', '...', 'cante', 'alto', 'sonhos', 'saber', 'vai', 'acontecer']",saber ir acontecer sinto peito arder triste fim lugar sempre lado sono desaparecer triste lençóis sim em esse vida ilusão poder tentar defender deixar acreditar talvez junto poder acontecer então cante alto sonho deixar ir finja simples dentro peito arder somente bom em esse vida ilusão desaparecer juntar refrão verdadeiramente escritos fazer apenas pra vender então cante alto sonho saber ir acontecer
"Com um mundo ainda a descobrir
Mas sem forças pra seguir
Em busca do que a faz feliz
Estava tudo bem ali e você diz
Mesmo em silêncio o que você quer

Me diz o que vai ser de nós
E de você sem ter alguém pra entender
Os seus impasses, os seus problemas
Que nos levou a desistir

Se era necessário eu
Só saberei com as consequências que virão
Mas nada vai mudar
Continuaremos desejando
Que nunca apague a luz

Me diz o que vai ser de nós
E de você sem ter alguém pra entender
Os seus impasses, os seus problemas
Que nos levou a desistir

Estava tudo bem ali
De suas mãos deixou cair

Me diz o que vai ser de nós
E de você sem ter alguém pra entender
Os seus impasses, os seus problemas
Que nos levou a desistir

",mundo ainda descobrir forças pra seguir busca faz feliz tudo bem ali diz silêncio quer diz vai alguém pra entender impasses problemas levou desistir necessário saberei consequências virão nada vai mudar continuaremos desejando nunca apague luz diz vai alguém pra entender impasses problemas levou desistir tudo bem ali mãos deixou cair diz vai alguém pra entender impasses problemas levou desistir,"['mundo', 'ainda', 'descobrir', 'forças', 'pra', 'seguir', 'busca', 'faz', 'feliz', 'tudo', 'bem', 'ali', 'diz', 'silêncio', 'quer', 'diz', 'vai', 'alguém', 'pra', 'entender', 'impasses', 'problemas', 'levou', 'desistir', 'necessário', 'saberei', 'consequências', 'virão', 'nada', 'vai', 'mudar', 'continuaremos', 'desejando', 'nunca', 'apague', 'luz', 'diz', 'vai', 'alguém', 'pra', 'entender', 'impasses', 'problemas', 'levou', 'desistir', 'tudo', 'bem', 'ali', 'mãos', 'deixou', 'cair', 'diz', 'vai', 'alguém', 'pra', 'entender', 'impasses', 'problemas', 'levou', 'desistir']",mundo ainda descobrir força pra seguir busca fazer feliz tudo bem ali dizer silêncio quer dizer ir alguém pra entender impasses problema levar desistir necessário saber consequência vir nada ir mudar continuaremos desejar nunca apaguir luz dizer ir alguém pra entender impasses problema levar desistir tudo bem ali mão deixar cair dizer ir alguém pra entender impasses problema levar desistir
"Acordei no chão
Sem entender a confusão ao meu redor
Então olhei da janela
Tudo foi em vão
A humanidade é carvão em meu suor
Então saí da minha cela
Cinza era o céu
Nada mais era como antes eu achei
Não reconheci minha sombra

Só eu sei o que será
De nossos sonhos
Só eu sei o que virá
De outros mundos
Pra dizer:

Acordei no chão
Despido e sem razão, e percebi
Desconstruí, nos renova

Só eu sei o que será
De nossos sonhos
Só eu sei o que virá
De outros mundos
Pra dizer:

Pelas ruas eu procurei
Só preto e cinza encontrei
Como irei reinventar minha sombra
O que será real?
Dessa janela eu via
Que o mundo atual
Não me agradaria
Por que não escolher?
Eu mesmo definir qual
Devo eu acolher
Só eu sei

",acordei chão entender confusão redor então olhei janela tudo vão humanidade carvão suor então saí cela cinza céu nada antes achei reconheci sombra sei sonhos sei virá outros mundos pra dizer acordei chão despido razão percebi desconstruí renova sei sonhos sei virá outros mundos pra dizer ruas procurei preto cinza encontrei irei reinventar sombra real dessa janela via mundo atual agradaria escolher definir devo acolher sei,"['acordei', 'chão', 'entender', 'confusão', 'redor', 'então', 'olhei', 'janela', 'tudo', 'vão', 'humanidade', 'carvão', 'suor', 'então', 'saí', 'cela', 'cinza', 'céu', 'nada', 'antes', 'achei', 'reconheci', 'sombra', 'sei', 'sonhos', 'sei', 'virá', 'outros', 'mundos', 'pra', 'dizer', 'acordei', 'chão', 'despido', 'razão', 'percebi', 'desconstruí', 'renova', 'sei', 'sonhos', 'sei', 'virá', 'outros', 'mundos', 'pra', 'dizer', 'ruas', 'procurei', 'preto', 'cinza', 'encontrei', 'irei', 'reinventar', 'sombra', 'real', 'dessa', 'janela', 'via', 'mundo', 'atual', 'agradaria', 'escolher', 'definir', 'devo', 'acolher', 'sei']",acordei chão entender confusão redor então olhei janela tudo ir humanidade carvão suor então saí cela cinza céu nada antes achar reconheci sombra saber sonho saber vir outro mundo pra dizer acordei chão desper razão percebi desconstruí renova saber sonho saber vir outro mundo pra dizer rua procur preto cinza encontrei ir reinventar sombra real de esse janela via mundo atual agradar escolher definir devo acolher saber
"Quem vai dizer pra onde as coisas vão?
Será que sabe mais que eu?
Nada será como antes era
E isso é bom, como não?
É só olhar pra onde as coisas vão
Quem sabe, ler marcas na sua mão

Os becos da cidade falam
O ritmo no andar da moça
O brilho no olho do moleque
Tão belos são esses ruídos
Do metrô

O que foi já se foi no que foi
O que é, será
O que é, será

O que foi já se foi no que foi
O que é, será
O que é, será

Parece haver coisas que precisam
De mais tempo do que nos resta
Como lidar com a angústia de saber
Que estamos por um triz?

Talvez, então
Seja só viver
Olhar, estar
E reconhecer

O que te faz sair da cama
A beleza da rotina
O que só a gente sabe
O respiro que te faz se lembrar

Que o que foi já se foi no que foi
O que é, será
O que é, será

O que foi já se foi no que foi
O que é, será
O que é, será

",vai dizer pra onde coisas vão sabe nada antes bom olhar pra onde coisas vão sabe ler marcas mão becos cidade falam ritmo andar moça brilho olho moleque belos ruídos metrô parece coisas precisam tempo resta lidar angústia saber triz talvez então viver olhar reconhecer faz sair cama beleza rotina gente sabe respiro faz lembrar,"['vai', 'dizer', 'pra', 'onde', 'coisas', 'vão', 'sabe', 'nada', 'antes', 'bom', 'olhar', 'pra', 'onde', 'coisas', 'vão', 'sabe', 'ler', 'marcas', 'mão', 'becos', 'cidade', 'falam', 'ritmo', 'andar', 'moça', 'brilho', 'olho', 'moleque', 'belos', 'ruídos', 'metrô', 'parece', 'coisas', 'precisam', 'tempo', 'resta', 'lidar', 'angústia', 'saber', 'triz', 'talvez', 'então', 'viver', 'olhar', 'reconhecer', 'faz', 'sair', 'cama', 'beleza', 'rotina', 'gente', 'sabe', 'respiro', 'faz', 'lembrar']",ir dizer pra onde coisa ir saber nada antes bom olhar pra onde coisa ir saber ler marca mão beco cidade falar ritmo andar moça brilho olho moleque belo ruído metrô parecer coisa precisar tempo restar lidar angústia saber triz talvez então viver olhar reconhecer fazer sair cama beleza rotina gente saber respiro fazer lembrar
"Eu to perdido, mas não preciso de caminho
O rio passou por mim, tanto faz o seu destino
De vez em quando eu vou tentar largar a mão do que será

Eu vim aqui só pra te dizer como é bom sumir
Mesmo sem mapa, voltar pra casa dentro de si

Tô me sentindo tipo pássaro longe do ninho
Voando no limite entre o azul e o precipício
De vez em quando eu vou mudar e o que tiver de vir, virá

Eu vim aqui só pra te dizer como é bom sumir
Mesmo sem mapa, voltar pra casa dentro de si

[instrumental]

Eu vim aqui só pra te dizer como é bom sumir
Mesmo sem mapa, voltar pra casa dentro de si

Eu vim aqui só pra te dizer como é bom sorrir
Deixa o novo que o velho passa (x3) dentro de si

",to perdido preciso caminho rio passou faz destino vez vou tentar largar mão vim aqui pra dizer bom sumir mapa voltar pra casa dentro si sentindo tipo pássaro longe ninho voando limite azul precipício vez vou mudar vir virá vim aqui pra dizer bom sumir mapa voltar pra casa dentro si instrumental vim aqui pra dizer bom sumir mapa voltar pra casa dentro si vim aqui pra dizer bom sorrir deixa novo velho passa x3 dentro si,"['to', 'perdido', 'preciso', 'caminho', 'rio', 'passou', 'faz', 'destino', 'vez', 'vou', 'tentar', 'largar', 'mão', 'vim', 'aqui', 'pra', 'dizer', 'bom', 'sumir', 'mapa', 'voltar', 'pra', 'casa', 'dentro', 'si', 'sentindo', 'tipo', 'pássaro', 'longe', 'ninho', 'voando', 'limite', 'azul', 'precipício', 'vez', 'vou', 'mudar', 'vir', 'virá', 'vim', 'aqui', 'pra', 'dizer', 'bom', 'sumir', 'mapa', 'voltar', 'pra', 'casa', 'dentro', 'si', 'instrumental', 'vim', 'aqui', 'pra', 'dizer', 'bom', 'sumir', 'mapa', 'voltar', 'pra', 'casa', 'dentro', 'si', 'vim', 'aqui', 'pra', 'dizer', 'bom', 'sorrir', 'deixa', 'novo', 'velho', 'passa', 'x3', 'dentro', 'si']",to perder preciso caminho rio passar fazer destino vez vou tentar largar mão vir aqui pra dizer bom sumir mapa voltar pra casa dentro se sentir tipo pássaro longe ninho voar limite azul precipício vez vou mudar vir vir vir aqui pra dizer bom sumir mapa voltar pra casa dentro se instrumental vir aqui pra dizer bom sumir mapa voltar pra casa dentro se vir aqui pra dizer bom sorrir deixar novo velho passar dentro se
"Arde e queima aqui
Vida e chão
Queima e morre aqui
Alma e fé
Vejo em chamas tudo ao meu redor
E o fim
E o fim
Se aproxima em paz

Morte tramada
E querem mais
Passam boiadas
Por cima de nós

Não aguento mais a raiva
Toda essa raiva
Eu não aguento
Toda essa raiva
Eu não aguento
Toda essa angústia mais
Não me aguento
Eu não aguento mais
Mais, mais, mais

Não precisava de analítica
De mítica
Crítica
Ou jurídica
Não precisava de
Isso é meu
Isso é seu
Na real
Não precisava nem de dica
Construções barrocas e góticas
Tanta controversas históricas
Que nem a lógica
Explica
Não prеcisava de remédio
Ou tédio
Nem dе tanto prédio

Nem de uma era atípica
Esteja contente
Porque um dia
O ser humano entende
O mistério que a vida tinha
Como quem cobre com um papelão
Aquecendo a prece de quem suplica

Em contramão na via pública
Revelando que toda a disritmia política
Junto da liberação química
Em um Efeito Dominó enriquece e prejudica
Desd'os magnatas de Brasília
Até os mais novos
Delinquentes da Praça da Sé e da República

Como um diagnóstico dos nossos tempos
Esta ideia clínica permite
Uma degustação pacífica
De uma realidade que pra você passa
Mas que pra mim, pra mim fica

",arde queima aqui vida chão queima morre aqui alma fé vejo chamas tudo redor fim fim aproxima paz morte tramada querem passam boiadas cima aguento raiva toda raiva aguento toda raiva aguento toda angústia aguento aguento precisava analítica mítica crítica jurídica precisava real precisava dica construções barrocas góticas tanta controversas históricas lógica explica prеcisava remédio tédio dе prédio atípica contente porque dia humano entende mistério vida cobre papelão aquecendo prece suplica contramão via pública revelando toda disritmia política junto liberação química efeito dominó enriquece prejudica desd'os magnatas brasília novos delinquentes praça sé república diagnóstico tempos ideia clínica permite degustação pacífica realidade pra passa pra pra fica,"['arde', 'queima', 'aqui', 'vida', 'chão', 'queima', 'morre', 'aqui', 'alma', 'fé', 'vejo', 'chamas', 'tudo', 'redor', 'fim', 'fim', 'aproxima', 'paz', 'morte', 'tramada', 'querem', 'passam', 'boiadas', 'cima', 'aguento', 'raiva', 'toda', 'raiva', 'aguento', 'toda', 'raiva', 'aguento', 'toda', 'angústia', 'aguento', 'aguento', 'precisava', 'analítica', 'mítica', 'crítica', 'jurídica', 'precisava', 'real', 'precisava', 'dica', 'construções', 'barrocas', 'góticas', 'tanta', 'controversas', 'históricas', 'lógica', 'explica', 'prеcisava', 'remédio', 'tédio', 'dе', 'prédio', 'atípica', 'contente', 'porque', 'dia', 'humano', 'entende', 'mistério', 'vida', 'cobre', 'papelão', 'aquecendo', 'prece', 'suplica', 'contramão', 'via', 'pública', 'revelando', 'toda', 'disritmia', 'política', 'junto', 'liberação', 'química', 'efeito', 'dominó', 'enriquece', 'prejudica', ""desd'os"", 'magnatas', 'brasília', 'novos', 'delinquentes', 'praça', 'sé', 'república', 'diagnóstico', 'tempos', 'ideia', 'clínica', 'permite', 'degustação', 'pacífica', 'realidade', 'pra', 'passa', 'pra', 'pra', 'fica']",arde queima aqui vida chão queima morrer aqui alma fé vejo chama tudo redor fim fim aproximar paz morte tramar querer passar boiada cima aguento raiva toda raiva aguento toda raiva aguento toda angústia aguento aguento precisar analítico mítica crítico jurídico precisar real precisar dica construção barroca gótica tanto controversa histórica lógico explicar prеcisar remédio tédio dе prédio atípica contente porque dia humano entender mistério vida cobre papelão aquecer precer suplico contramão via pública revelar toda disritmia política junto liberação química efeito dominó enriquecer prejudico magnata brasília novo delinquente praça sé república diagnóstico tempo ideia clínico permitir degustação pacífico realidade pra passar pra pra ficar
"Sono se foi
Eu escuto sua voz
Clichês de um adeus
Sem porquê tão veloz
Só o que fiz certo
Foi deixá-la ir

Tempos depois sei que haverá
Algo em nós revolverá
Não é um tiro cego
Te protejo atiro em mim

Um peso abismal
Em meus ombros caiu
Um minuto fatal
Que o meu autocontrole não viu
O que fiz de errado
Postergar o fim

Tempos depois sei que haverá
Algo em nós revolverá
Não é um tiro cego
Te protejo atiro em mim
Em mim

Tempos depois sei que haverá
Algo em nós revolverá
Não é um tiro cego
Sem um alvo, sem um fim
Mesmo tão incerto
Te protejo atiro em mim

",sono escuto voz clichês adeus porquê veloz fiz certo deixá-la ir tempos sei haverá algo revolverá tiro cego protejo atiro peso abismal ombros caiu minuto fatal autocontrole viu fiz errado postergar fim tempos sei haverá algo revolverá tiro cego protejo atiro tempos sei haverá algo revolverá tiro cego alvo fim incerto protejo atiro,"['sono', 'escuto', 'voz', 'clichês', 'adeus', 'porquê', 'veloz', 'fiz', 'certo', 'deixá-la', 'ir', 'tempos', 'sei', 'haverá', 'algo', 'revolverá', 'tiro', 'cego', 'protejo', 'atiro', 'peso', 'abismal', 'ombros', 'caiu', 'minuto', 'fatal', 'autocontrole', 'viu', 'fiz', 'errado', 'postergar', 'fim', 'tempos', 'sei', 'haverá', 'algo', 'revolverá', 'tiro', 'cego', 'protejo', 'atiro', 'tempos', 'sei', 'haverá', 'algo', 'revolverá', 'tiro', 'cego', 'alvo', 'fim', 'incerto', 'protejo', 'atiro']",sono escuto voz clichês adeus porquê veloz fiz certo ir tempo saber haver algo revolver tiro cego protejor atiro peso abismal ombro cair minuto fatal autocontrole ver fiz errar postergar fim tempo saber haver algo revolver tiro cego protejor atiro tempo saber haver algo revolver tiro cego alvo fim incerto protejor atiro
"Viu a flor pra vender
Pois fechou sinal
Perguntou pro amigo
Como seu pai está?
Percebeu nas suas costas manchas de Sol

Avisou
Que chegaria tarde
Em casa
Com a luz da manhã

Desfez o nó da gravata
E sentou num bar
Presenteou-se
Pois desligou o seu celular
Sentiu falta de sentir falta de alguém

Concordou
Que andava ansioso
À espera
Da luz da manhã

No cruzamento da rua
Sincronizaram um velho olhar
De quando olhávamos firme
No olho da outra pessoa

Esqueceu
A casa toda aberta
E sonha
Espera
A luz do amanhã

",viu flor pra vender pois fechou sinal perguntou pro amigo pai percebeu costas manchas sol avisou chegaria tarde casa luz manhã desfez nó gravata sentou bar presenteou-se pois desligou celular sentiu falta sentir falta alguém concordou andava ansioso espera luz manhã cruzamento rua sincronizaram velho olhar olhávamos firme olho outra pessoa esqueceu casa toda aberta sonha espera luz amanhã,"['viu', 'flor', 'pra', 'vender', 'pois', 'fechou', 'sinal', 'perguntou', 'pro', 'amigo', 'pai', 'percebeu', 'costas', 'manchas', 'sol', 'avisou', 'chegaria', 'tarde', 'casa', 'luz', 'manhã', 'desfez', 'nó', 'gravata', 'sentou', 'bar', 'presenteou-se', 'pois', 'desligou', 'celular', 'sentiu', 'falta', 'sentir', 'falta', 'alguém', 'concordou', 'andava', 'ansioso', 'espera', 'luz', 'manhã', 'cruzamento', 'rua', 'sincronizaram', 'velho', 'olhar', 'olhávamos', 'firme', 'olho', 'outra', 'pessoa', 'esqueceu', 'casa', 'toda', 'aberta', 'sonha', 'espera', 'luz', 'amanhã']",ver flor pra vender pois fechar sinal perguntar pro amigo pai perceber costa mancha sol avisar chegar tarde casa luz manhã desfez nó gravatar sentar bar pois desligar celular sentir falta sentir falta alguém concordar andar ansioso esperar luz manhã cruzamento rua sincronizar velho olhar olhávamos firme olho outro pessoa esquecer casa toda aberto sonhar esperar luz amanhã
"Sigo
Codificado pr'outros tempos
Tento
Alquimizar os meus impulsos, mas
Algo me arrasta, volto pro casulo
Cambaleio turvo, pousa em mim um corvo

De pé no teto
Percebo a solidão
Obsoleto
Um super ego bêbado
De pé no teto
Percebo a solidão
Obsoleto
Um super ego bêbado

Fontes
De juventude numa tela
Cega
A noção de que o tempo é rei
Traga-me um olho
Puro, previdente
Que daqui só vazo
Com chip renovado

De pé no teto
Percebo a solidão
Obsoleto
Um super ego bêbado
De pé no teto
Percebo a solidão
Obsoleto
Um super ego bêbado

Vem!
Invoco assim
Discórdia
Vem, vem!
E traga a mim
O caos

De pé no teto
Percebo a solidão
Obsoleto
Um super ego bêbado
De pé no teto
Percebo a solidão
Obsoleto
Um super ego bêbado

",sigo codificado pr'outros tempos tento alquimizar impulsos algo arrasta volto pro casulo cambaleio turvo pousa corvo pé teto percebo solidão obsoleto super ego bêbado pé teto percebo solidão obsoleto super ego bêbado fontes juventude tela cega noção tempo rei traga-me olho puro previdente daqui vazo chip renovado pé teto percebo solidão obsoleto super ego bêbado pé teto percebo solidão obsoleto super ego bêbado vem invoco assim discórdia vem vem traga caos pé teto percebo solidão obsoleto super ego bêbado pé teto percebo solidão obsoleto super ego bêbado,"['sigo', 'codificado', ""pr'outros"", 'tempos', 'tento', 'alquimizar', 'impulsos', 'algo', 'arrasta', 'volto', 'pro', 'casulo', 'cambaleio', 'turvo', 'pousa', 'corvo', 'pé', 'teto', 'percebo', 'solidão', 'obsoleto', 'super', 'ego', 'bêbado', 'pé', 'teto', 'percebo', 'solidão', 'obsoleto', 'super', 'ego', 'bêbado', 'fontes', 'juventude', 'tela', 'cega', 'noção', 'tempo', 'rei', 'traga-me', 'olho', 'puro', 'previdente', 'daqui', 'vazo', 'chip', 'renovado', 'pé', 'teto', 'percebo', 'solidão', 'obsoleto', 'super', 'ego', 'bêbado', 'pé', 'teto', 'percebo', 'solidão', 'obsoleto', 'super', 'ego', 'bêbado', 'vem', 'invoco', 'assim', 'discórdia', 'vem', 'vem', 'traga', 'caos', 'pé', 'teto', 'percebo', 'solidão', 'obsoleto', 'super', 'ego', 'bêbado', 'pé', 'teto', 'percebo', 'solidão', 'obsoleto', 'super', 'ego', 'bêbado']",sigo codificar tempo tento alquimizar impulso algo arrastar volto pro casulo cambaleio turvo pousa corvo pé teto percebo solidão obsoleto super ego bêbado pé teto percebo solidão obsoleto super ego bêbado fonte juventude tela cegar noção tempo rei olho puro previdente de aqui vazo chip renovar pé teto percebo solidão obsoleto super ego bêbado pé teto percebo solidão obsoleto super ego bêbado vir invoco assim discórdia vir vir traga caos pé teto percebo solidão obsoleto super ego bêbado pé teto percebo solidão obsoleto super ego bêbado
